HUC_12,pred,pred_proba,LAT,LONG
102001010205.0,1,0.13473323189400577,41.3204117,-100.457777
102001010206.0,1,0.38016413190990017,41.1484101,-100.3870457
102001010207.0,1,0.1632470130692961,41.0916129,-100.5015845
102001010302.0,0,0.023521245253726574,40.9798992,-100.5899896
102001010401.0,1,0.2701379996206934,41.3701644,-100.3908005
102001010405.0,1,0.11227529562819576,41.0382269,-100.3062328
102001010506.0,1,0.08524595433699879,40.9695969,-100.0481126
102001010507.0,0,0.056156835679777854,40.8698182,-100.0686573
102001010608.0,0,0.04994753981734092,40.7086313,-99.7521344
102001010905.0,0,0.061403017357767264,40.5910031,-99.4651342
102001011001.0,1,0.138926320389583,40.6101317,-99.3644539
102001011004.0,1,0.09696744252668117,40.5560768,-99.285614
102001011005.0,1,0.14532356126940194,40.5129913,-99.2304838
102001020305.0,0,0.03554298919358179,40.7720258,-98.9564218
102001030103.0,0,0.05690060681785462,40.982609,-98.6259209
102001030206.0,0,0.048468321196067476,41.3171179,-97.876688
102001030503.0,0,0.024644620381046756,41.2633123,-97.5808822
102001030505.0,0,0.025141229949457063,41.3028309,-97.4598968
102002010103.0,0,0.014997035869266062,41.57238,-97.3206143
